gen,ST0_sep_21_Y,ST0_may_22_Y,ST0_jul_22_Y,ST0_aug_22_Y,ST0_sep_22_Y,ST1_sep_21_Y,ST1_may_22_Y,ST1_jul_22_Y,ST1_aug_22_Y,ST1_sep_22_Y,ST2_may,ST2_jul,ST2_aug,ST2_sep,ST3_21,ST3_22,ST4_Yi
1,0.441865310839634,0.674665210638567,1.99683207899816,1.01297571979724,0.971621901409719,0.454335382147398,1.13453147890941,1.68616297110778,1.00122851358094,0.917856899347296,1.13453147890941,1.68616297110778,1.00122851358094,0.686096140747347,0.454335382147398,1.18494496573636,1.03882304901856
10,0.477232769320579,2.44681759520989,1.6808306150219,0.812734894385268,0.777704639256368,0.452802070134657,1.87140517077073,1.90724363195439,0.946751345596607,0.799334572436221,1.87140517077073,1.90724363195439,0.946751345596607,0.626068321285439,0.452802070134657,1.38118368018949,1.19550735817852
100,0.412194151218355,0.988472991569594,1.54808962876478,0.974092454321682,1.06999377840741,0.447155415701848,1.20493161591913,1.62534186697341,0.97954032276742,0.959783741358678,1.20493161591913,1.62534186697341,0.97954032276742,0.703469578530263,0.447155415701848,1.19239938675466,1.0433505925441
101,0.409690037330005,1.94249009385107,1.89546992421058,1.46920746695686,1.2816532790469,0.48334831682493,1.81608939106748,2.10808788658887,1.40026841837907,1.21524916971899,1.81608939106748,2.10808788658887,1.40026841837907,0.849298743271958,0.48334831682493,1.6349237164386,1.40460863651587
102,0.369851507371118,1.38258721280799,1.63625229750208,0.978054431943637,1.03125064934096,0.424598109318757,1.40308106114064,1.73221550111588,1.00475077831391,0.934549326278498,1.40308106114064,1.73221550111588,1.00475077831391,0.679573717798628,0.424598109318757,1.26864916671223,1.09983895523354
103,0.306072251539418,0.856919518284078,2.53484532822328,0.970174727553719,0.714385753323316,0.365616336093101,1.28036688249415,1.83099396742013,0.969566261722298,0.725221136479606,1.28036688249415,1.83099396742013,0.969566261722298,0.545418736286354,0.365616336093101,1.20153706202905,1.03435291684186
104,0.581784165894796,2.58313343192463,2.93343557796435,1.73456705628349,1.96494060994508,0.644865055065101,2.39303014681738,2.71575061382438,1.85437741395242,1.79710482618394,2.39303014681738,2.71575061382438,1.85437741395242,1.22098494062452,0.644865055065101,2.19006575019453,1.88102561116865
105,0.605893813122875,1.89530615020017,2.16574246465131,1.27950671157556,1.30679015021328,0.57770904047067,1.81410414769395,2.13223708579906,1.34109655570421,1.26246058464585,1.81410414769395,2.13223708579906,1.34109655570421,0.920084812558258,0.57770904047067,1.63747459346077,1.42552148286275
106,0.368949886701874,1.74012016883983,2.10412684288688,1.24540716365643,0.913097174012293,0.423272485922565,1.68973263983638,2.01125674524428,1.1955922520714,0.928019971244482,1.68973263983638,2.01125674524428,1.1955922520714,0.675646228583523,0.423272485922565,1.45615040209913,1.24957481886382
107,0.548585597260761,2.43235761260092,2.72316865984549,1.36402317331671,1.15485644056776,0.541744726592737,2.16488858762841,2.4153616965369,1.43763996018205,1.19127525577702,2.16488858762841,2.4153616965369,1.43763996018205,0.866509991184876,0.541744726592737,1.80229137503109,1.55018204534342
108,0.482285912109626,0.978008845752457,1.80553473288187,1.0991796915113,0.843454251040769,0.464574759758471,1.25197440494911,1.71148311084469,1.02950805086785,0.864840222483249,1.25197440494911,1.71148311084469,1.02950805086785,0.66470749112086,0.464574759758471,1.21445144728623,1.06447610978067
109,0.530324056942353,1.80817957754344,1.99893260288873,1.21993592107914,1.06409930345985,0.515440941066527,1.71525363112085,2.01489433254153,1.22587085101722,1.06668226566298,1.71525363112085,2.01489433254153,1.22587085101722,0.791061603364756,0.515440941066527,1.50567527008565,1.30762840428182
